Y_1h,Y_4h,Y_12h,Y_24h,Y_48h
-0.0095981555,-0.008823939,-0.008562613,-0.043142077,-0.06769623
-0.0035408796,0.003962124,0.013580318,-0.025736632,-0.027137803
-0.002349893,-0.00031664356,0.005924615,-0.0014391989,0.01047027
-0.0014756515,-0.0014861287,-0.011364851,0.011926453,0.032977566
-0.0012320947,0.004044247,0.014767569,0.020811252,-0.018248871
-0.00622797,-0.0101529,-0.009761972,-0.03824995,-0.07671096
-0.0026925753,0.008356531,-0.027285196,-0.0401075,0.011579726
0.011545408,0.009289345,0.048807018,0.053819012,0.062841535
0.00012021894,0.0020969866,-0.006737534,0.008590393,0.016081398
0.0014930048,-0.0069989567,-0.004544883,0.0074282303,-0.0057314713
-0.003307227,-0.015556829,-0.033516902,-0.013062122,-0.022943681
-0.004340906,-0.017198784,0.0045837522,-0.010015342,0.031317156
0.006170841,0.0076805167,0.033696916,0.041737083,0.030930707
-0.0056577683,-0.011444314,-0.016048798,-0.01038662,-0.04116605
-0.007919674,-0.0024607794,-0.015349849,-0.031115588,-0.026391
0.014960456,0.019941356,0.010284168,0.004880374,0.017185299
0.0,0.0003692924,-0.014821288,0.012246196,0.062507495
-0.001133717,0.00423688,-0.0024555754,0.04969225,0.09152436
0.0011936976,0.0025926223,0.012228682,0.04003448,0.030715717
-0.0014037767,0.009555751,-0.000788275,-0.008970919,-0.039356437
0.00032150777,-0.005308411,-0.008953022,-0.030671235,-0.0326568
-0.0031012523,-0.0051285867,0.00087401987,-0.0020504643,-0.009125064
0.0045583462,0.0026362368,-0.01533792,-0.0070892684,0.0025601666
-0.0078027975,-0.0100079505,-0.012717988,0.009718152,0.023717558
-0.0028475903,-0.0034690627,-0.0057490002,0.0138678765,-0.03744405
0.00031954376,-0.0016509999,-0.0032178932,-0.05058497,-0.09328539
-0.0068743685,-0.021240799,-0.03997036,-0.045187764,-0.03276184
-0.0066097914,-0.0049378234,0.012456638,0.013033647,-0.037248097
0.001312109,-0.013461164,-0.022573477,-0.049611766,-0.037294418
-0.013774448,-0.021483688,-0.010619069,0.012984844,0.032436896
0.009574458,0.004350399,0.005644985,0.019210847,-0.001971891
-0.00041026264,-0.012672984,-0.0049571455,-0.02078275,-0.046404842
-0.0014785288,-0.018427145,-0.016501326,-0.026190985,-0.010747448
0.0048564877,0.0034636578,-0.004985646,0.015863393,0.024944464
-0.007916328,-0.016241515,-0.018397618,0.008942799,0.020947509
-0.0046141534,-0.013278581,0.011150574,0.011900543,-0.06756578
-0.0017261095,-0.014971005,-0.07479292,-0.07847247,-0.06869061
0.0011746815,0.007282419,0.01188882,0.010674168,0.06799449
-0.008046291,-0.011168025,-0.0055508,0.05675742,0.055693287
-0.0021807014,-0.0089349905,-0.014985618,-0.0010101141,-0.0032659387
-0.007751366,-0.008705426,0.0019380512,-0.002258113,-0.012096476
-0.0101163555,-0.009078191,-0.008282101,-0.009860897,-0.018471051
0.0033699644,-0.009371531,-0.008562781,-0.008697486,-0.069489986
-0.00033461067,0.0013087145,0.0048895944,-0.06136165,-0.1331809
-0.0011087578,-0.052452583,-0.11241595,-0.077132836,-0.08084885
0.0015495897,0.00014363955,0.008997968,-0.004052534,0.03457066
