Y_1h,Y_4h,Y_12h,Y_24h,Y_48h
-0.0012602047,-0.0025553815,-0.0009507182,-0.0066962647,-0.0140669495
-0.005157987,-0.00710418,0.0013028453,-0.0074210716,-0.0014383582
0.001395362,0.0019597404,0.00029670272,0.0060275076,0.0022263417
0.0017503143,0.0013474647,-0.0012021395,-0.003778442,0.032251045
0.0071521206,0.009452735,0.018291526,0.036161616,0.032569367
-0.0014119737,-0.0034471091,-0.0030185524,-0.003470918,-0.040350825
0.0020796298,0.0028701345,-0.02430157,-0.037013426,-0.03568866
0.000677438,-0.017047565,-0.009104171,0.0013775284,-0.013423902
-0.002793274,-0.0027458756,-0.008079118,-0.014780799,-0.03235758
0.0005969972,0.0015132667,0.0020348176,-0.01784898,-0.0023967319
0.0011156575,-0.00028138762,0.0011222525,-0.002787489,0.004008653
-4.5191962e-05,0.0014692888,-0.00036263792,0.006815063,-0.00086085155
-0.00083531835,-0.0010652223,-0.010044285,-0.0076239128,0.0212115
0.0025969096,0.0027690064,0.022704216,0.029052123,0.019699369
-0.0020400872,-0.004960283,-0.006536128,-0.009093855,0.008788348
0.0036772853,0.0022816758,0.005872364,0.01804484,-0.0031547446
-0.0029744864,-0.0024165735,0.0013400629,-0.020822708,-0.013953398
0.0010701068,-0.007337591,-0.0030301523,0.007017444,0.0040112524
0.0007328619,-0.0022309148,-0.0075170835,-0.0029853263,-0.00031038863
0.0018992539,0.0019587069,0.0017608908,0.0026829496,-0.0029618365
0.0009433136,-0.00071044994,0.0043057967,-0.0056296377,-0.0015923125
0.0016230108,-0.0036449854,-0.0019970506,0.004060219,-0.001089597
-0.0010344407,-0.0016369637,-0.0016823149,-0.0051289685,-0.015501337
0.00087479927,-0.0010343469,-0.014492871,-0.0104266675,-0.006899519
6.361414e-05,-0.00016671291,0.00497941,0.0035645703,0.006619064
-0.0010415331,-0.0010306041,0.0017180367,0.0030437165,0.004151902
-0.0017357046,-0.0026803687,-0.0049575637,0.001104837,-0.000825904
-0.001133004,-0.00083587633,-0.002784071,-0.0019286085,0.0184699
0.00090728246,0.00052561326,0.0215152,0.020437187,0.03667288
0.000633704,-0.0012812997,-0.0030659214,0.015922474,0.024133775
0.0010844991,-0.000826786,-0.0018260805,0.008085708,0.0032492792
-0.0012083186,-0.0050387946,-0.0064912336,-0.0047977627,0.010329823
0.0028476748,0.004951949,0.006941901,0.015199751,0.04561931
-0.0018435186,-0.0014551927,0.020211942,0.029985143,0.15099664
0.010730583,0.023498178,0.03198554,0.118055396,0.08921089
0.0039566443,-0.009938844,-0.01464686,-0.026062012,-0.0036518762
0.0029645427,0.007372129,0.02166241,0.023011938,0.01666566
-0.006061039,-0.008047422,-0.016409505,-0.006205881,0.011985801
-0.0027004844,0.00030689454,0.017367218,0.018303897,0.06657535
0.0016553524,0.012433182,0.037182085,0.047462832,-0.010050025
0.013571688,-0.05196107,-0.066641696,-0.05488414,-0.03528731
-0.0015563107,0.0032347466,0.007427593,0.020775974,0.0036200034
-0.004010824,-0.0048404257,-0.018984793,-0.016808074,0.03142539
0.00092701847,0.0066563617,0.03463749,0.049030904,0.054727953
-0.0041717603,-0.009946789,0.0031038795,0.0054451865,-0.010675132
0.0029750909,0.0023464817,-0.002883472,-0.016032098,-0.0029496413
0.0031106458,-0.0050711534,0.01497624,0.013296235,0.012090275
-0.0047595715,-0.0050675687,-0.008375488,-0.0011903268,0.010118713
0.009437427,0.02012833,0.011199728,0.01132238,-0.034318
0.004716104,-0.003840109,-0.017614419,-0.045112554,-0.020023435
0.0012314678,-0.0019795212,0.015325113,0.02629849,0.036813613
-0.0024126992,-0.0074227746,-0.014427948,0.010255566,0.024295023
0.0023507709,-0.003304516,-0.0012396227,0.013900413,0.0049295262
0.0004036264,-0.0044734264,-0.0140655795,-0.008848502,-0.006012367
0.006693371,0.006930417,-0.003454244,0.0028616076,0.044469617
-0.00014182828,-0.0030332587,0.0030045556,0.0414947,0.011866587
-0.0007927301,-0.007372744,-0.0072535975,-0.028461702,-0.044616956
-0.001459216,-0.019319497,-0.010876536,-0.016649721,-0.013003736
-0.0025224148,-0.0060128407,-0.00025792656,0.003708526,-0.031099815
-0.0019027856,0.0033795277,-0.0058976444,-0.034675833,-0.015620018
0.002976445,0.00028021922,0.014823387,0.019751135,0.018415328
-5.4099495e-05,-0.0038487737,-0.0072311736,-0.0013104093,0.008111312
0.00050473126,0.004196898,0.012503271,0.009433983,-0.029930137
0.0017726204,-0.005250525,-0.021113299,-0.038985588,-0.024228478
0.004641973,0.0062719886,0.0025501284,0.015370504,0.006266671
-0.0048065223,-0.007757907,-0.008952043,-0.008966882,0.0030213313
0.0022268265,0.0033737053,0.0077884626,0.012096347,0.013547776
-0.0008485793,0.00090863253,-0.0022184877,0.0014343159,0.017961843
0.010014205,0.006836166,0.008037184,0.016504284,0.009206894
-0.00068654824,-0.0027513164,0.0020211684,-0.0071799927,0.0173475
0.0014536413,0.0069279415,0.02477316,0.024701728,-0.017382536
-0.0009479698,-0.0021556201,-0.03951682,-0.041053094,-0.13363615
0.0011051375,-0.011630154,-0.051784694,-0.09705695,-0.08120575
-0.0037089405,-0.0011825938,0.016026761,0.017700171,-0.0087507805
0.00019271664,-0.00650171,-0.045758262,-0.025987044,-0.019268325
-0.008807463,-0.015302559,0.0035722319,0.006901468,0.010841693
0.00046596598,-0.010613704,-0.032438915,0.0039135106,-0.015852217
-0.00074128254,-0.004968975,-0.030290296,-0.019687474,-0.004560068
0.00023624187,-0.0044529815,0.0072996453,0.015432585,0.021977829
0.010466974,0.010435827,0.008677963,0.00644795,0.007244183
-0.0032633191,-0.01117649,-0.004807911,0.00079116895,0.008812892
0.0022614535,0.0011249296,-0.0026644543,0.008015438,-0.0071543944
-0.0007967209,0.010457661,-0.013440862,-0.0150483595,0.024016857
0.0049565067,0.0069772103,0.022479782,0.039647162,0.043187167
0.0031467576,0.0047383737,0.021262992,0.0034107799,0.029284375
0.0019557266,0.006645276,0.019405564,0.025788259,0.017584821
-0.0032063797,-0.007662441,-0.01725549,-0.008000797,-0.0018992724
-0.00042363125,-0.000101781545,0.007773753,0.0061508287,0.013779982
