Y_1h,Y_4h,Y_12h,Y_24h,Y_48h
0.0024313857,0.011482658,0.02141028,0.0191936,-0.010273787
0.006241578,-0.002764853,0.0007597091,0.021640006,0.076836206
0.00016165148,0.01382079,0.023772148,0.08269615,0.075824566
0.011045465,0.0041678376,-0.0008176583,-0.0063856756,-0.006980514
-0.0004639442,-0.009340762,-0.010489977,-0.0005986882,-0.037420817
0.011060055,0.0071901805,0.02003656,-0.03684499,-0.049452502
0.0070714667,0.009363517,0.013181321,-0.013113872,0.030161917
0.0035211884,-0.00026444756,0.018443448,0.04383281,0.033153016
-0.0021780194,-0.00029020404,0.011534792,-0.010245969,0.013005956
-0.0031789853,-0.0096738,0.019207487,0.02348942,0.038130697
-0.0024590606,0.0061738417,0.020135827,0.014318066,0.02006324
0.010236627,-0.00630692,-0.035754055,0.0056657004,-0.052353885
-0.002691019,0.0050301487,-0.02045346,-0.057676334,-0.025643134
0.0018977592,-0.002218529,-0.0015506636,0.03404503,-0.104076885
-0.0055030966,0.000110725654,-0.017996468,-0.13315573,-0.12693673
0.01722362,0.01568076,0.009886728,0.007304319,-0.0044755787
-0.0002802331,-0.016606981,0.005617595,-0.011694102,-0.05483923
0.023749141,-0.0024809483,-0.0056120693,-0.043683037,-0.07857173
0.016422035,0.017326536,0.028315036,-0.036607668,-0.061195854
-0.014960997,-0.04320285,-0.013886179,-0.025579842,-0.064484686
0.015459184,0.021010393,-0.009705177,-0.039991267,-0.19069096
-0.041438814,-0.07735211,-0.17138691,-0.15808336,-0.020758688
0.032269273,0.100400425,0.16278021,0.16347593,0.051243126
-0.007091692,-0.042680223,-0.029172614,-0.09726427,-0.08450832
-0.00089100003,-0.035840563,0.013211531,0.014252118,-0.06531533
-0.0074120816,-0.025975931,-0.11072815,-0.07838096,0.031319648
-0.0029004165,-0.008817551,0.08560102,0.118675195,0.08244992
-0.014704613,-0.025875771,-0.05750953,-0.032688808,-0.01959101
0.014662909,0.03380197,0.052981444,0.013549207,-0.002640184
-0.025643736,-0.02284782,0.018151984,-0.015972422,-0.062096912
0.0041098283,-0.017743107,-0.03706825,-0.04691868,-0.10859912
0.0043998337,-0.014140525,-0.03964783,-0.06504224,-0.02490016
0.0012387772,0.026452692,0.049256317,0.043005187,0.11592165
-0.014397171,-0.023965452,0.04143909,0.070268616,0.024534598
-0.015916564,-0.027779806,-0.043185636,-0.042804316,-0.0087038735
0.0031172342,0.013422859,0.030317364,0.035638347,0.0690726
-0.0045719766,0.013361874,0.040802747,0.032363724,0.005747307
-0.020222988,-0.029090825,-0.04658748,-0.025786905,-0.080272585
